06/14/2024  02:08 PM  Little League Chew    A3 $2.00 -$2.00
06/21/2024  02:26 AM  Chiclets            D3 $0.75 $9.25
06/21/2024  02:26 AM  Chiclets            D3 $0.75 $8.50
06/21/2024  02:26 AM  GIVE CHANGE:           $8.50 $0.00
********** Transaction completed 06/21/2024  02:26 AM **********

06/21/2024  03:24 AM  FEED MONEY:           $10.00 $10.00
06/21/2024  03:25 AM  GIVE CHANGE:          $10.00 $0.00
********** Transaction completed 06/21/2024  03:25 AM **********

06/21/2024  02:23 PM  FEED MONEY:            $1.00 $1.00
06/21/2024  02:24 PM  GIVE CHANGE:           $1.00 $0.00
********** Transaction completed 06/21/2024  02:24 PM **********

06/21/2024  02:31 PM  GIVE CHANGE:           $0.00 $0.00
********** Transaction completed 06/21/2024  02:31 PM **********

06/21/2024  02:58 PM  FEED MONEY:           $10.00 $10.00
06/21/2024  02:58 PM  Hershey's           E3 $1.44 $8.56
06/21/2024  02:58 PM  Hershey's           E3 $1.44 $7.12
06/21/2024  02:58 PM  Hershey's           E3 $1.44 $5.68
06/21/2024  02:58 PM  GIVE CHANGE:           $5.68 $0.00
********** Transaction completed 06/21/2024  02:58 PM **********

06/21/2024  02:58 PM  FEED MONEY:            $5.00 $5.00
06/21/2024  02:59 PM  Hershey's           E3 $1.44 $3.56
06/21/2024  02:59 PM  Hershey's           E3 $1.44 $2.12
06/21/2024  02:59 PM  Pepsi               E2 $1.77 $0.35
06/21/2024  02:59 PM  GIVE CHANGE:           $0.35 $0.00
********** Transaction completed 06/21/2024  02:59 PM **********

06/21/2024  03:00 PM  FEED MONEY:           $10.00 $10.00
06/21/2024  03:00 PM  Hershey's           E3 $1.44 $8.56
06/21/2024  03:01 PM  GIVE CHANGE:           $8.56 $0.00
********** Transaction completed 06/21/2024  03:01 PM **********

06/21/2024  03:18 PM  FEED MONEY:            $1.00 $1.00
06/21/2024  03:19 PM  FEED MONEY:            $5.00 $6.00
06/21/2024  03:19 PM  Hershey's           E3 $1.44 $4.56
06/21/2024  03:19 PM  GIVE CHANGE:           $4.56 $0.00
********** Transaction completed 06/21/2024  03:19 PM **********

06/21/2024  04:06 PM  GIVE CHANGE:           $0.00 $0.00
********** Transaction completed 06/21/2024  04:06 PM **********

06/21/2024  10:12 PM  FEED MONEY:           $10.00 $10.00
06/21/2024  10:13 PM  GIVE CHANGE:          $10.00 $0.00
********** Transaction completed 06/21/2024  10:13 PM **********

06/21/2024  10:17 PM  GIVE CHANGE:           $0.00 $0.00
********** Transaction completed 06/21/2024  10:17 PM **********

06/21/2024  10:18 PM  GIVE CHANGE:           $0.00 $0.00
********** Transaction completed 06/21/2024  10:18 PM **********

